scene_id,acq_time_utc,lon,lat,bbox_w_m,bbox_h_m,length_class_m,confidence,aspect_ratio,wake_flag,range_km,detector,nir_snr,size_class,n_years_at_cell,transient
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.318772,48.850753,26.3,24.5,26.3,0.6073,1.07,0,5.031,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.217271,48.797803,22.3,26.6,26.6,0.596,1.19,0,4.825,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.254782,48.839753,50.7,85.2,85.2,0.5506,1.68,0,3.321,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.310525,48.854252,28.8,27.7,28.8,0.5496,1.04,0,5.04,A,,>24m,2,0
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.216787,48.771892,79.9,46.4,79.9,0.5479,1.72,0,6.513,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.21363,48.799033,26.7,27.3,27.3,0.5425,1.02,0,5.026,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.312986,48.8527,23.8,23.3,23.8,0.5293,1.02,0,4.978,A,,12-24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.212992,48.798379,20.4,21.1,21.1,0.5262,1.03,0,5.094,A,,12-24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.314004,48.853647,27.2,31.4,31.4,0.5191,1.15,0,5.107,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.226168,48.781581,25.6,28.7,28.7,0.5141,1.12,0,5.265,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.248365,48.839504,37.1,26.7,37.1,0.5098,1.39,0,3.565,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.318709,48.850009,21.7,21.5,21.7,0.4865,1.01,0,4.961,A,,12-24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.323633,48.851538,20.3,21.3,21.3,0.4426,1.05,0,5.316,A,,12-24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.315957,48.850603,22.8,22.6,22.8,0.4195,1.01,0,4.898,A,,12-24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.308529,48.857918,24.9,27.7,27.7,0.4087,1.11,0,5.342,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.314427,48.849735,23.5,25.1,25.1,0.3856,1.07,0,4.755,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.21512,48.798151,27.9,28.4,28.4,0.3793,1.02,0,4.958,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.251581,48.833737,123.6,126.7,126.7,0.3471,1.03,0,2.922,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.314763,48.851253,24.9,32.5,32.5,0.3407,1.3,0,4.91,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.224256,48.795629,29.3,26.4,29.3,0.3041,1.11,0,4.463,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.223011,48.801842,21.6,28.1,28.1,0.3006,1.3,0,4.274,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.310082,48.857881,27.9,22.4,27.9,0.2961,1.25,0,5.386,A,,>24m,2,0
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.329576,48.855457,33.4,34.8,34.8,0.2691,1.04,0,5.928,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.22218,48.779508,25.8,23.6,25.8,0.2511,1.09,0,5.636,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.342406,48.842122,33.8,29.1,33.8,0.2404,1.16,0,5.628,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.250365,48.843273,22.4,25.1,25.1,0.2095,1.12,0,3.824,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.317186,48.854257,34.0,39.4,39.4,0.202,1.16,0,5.287,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.233578,48.824194,21.1,25.7,25.7,0.1825,1.22,0,3.456,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.236577,48.821942,26.8,28.9,28.9,0.1705,1.08,0,3.172,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.314268,48.852602,22.6,25.8,25.8,0.1693,1.14,0,5.017,A,,>24m,2,0
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.333575,48.858863,44.0,47.3,47.3,0.1588,1.08,0,6.407,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.251313,48.833582,83.9,84.5,84.5,0.1546,1.01,0,2.923,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.250909,48.833297,28.4,19.8,28.4,0.1537,1.44,0,2.92,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.250368,48.842744,22.6,32.5,32.5,0.1509,1.44,0,3.775,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.336732,48.84891,19.8,23.9,23.9,0.1326,1.2,0,5.762,A,,12-24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.311733,48.855149,29.8,26.4,29.8,0.1323,1.13,0,5.17,A,,>24m,2,0
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.216765,48.790648,26.6,56.9,56.9,0.1284,2.14,0,5.211,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.318621,48.834516,23.1,24.0,24.0,0.1271,1.04,0,3.718,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.337564,48.852841,21.7,27.2,27.2,0.1259,1.25,0,6.107,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.24331,48.78926,27.4,26.0,27.4,0.1206,1.05,0,3.775,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.32329,48.846879,23.8,25.0,25.0,0.1189,1.05,0,4.905,A,,>24m,2,0
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.325134,48.846451,23.4,24.6,24.6,0.1176,1.05,0,4.962,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.224829,48.827739,24.6,23.6,24.6,0.1145,1.04,0,4.193,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.324286,48.858095,37.8,52.3,52.3,0.1125,1.38,0,5.93,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.21077,48.840752,43.6,34.0,43.6,0.1065,1.28,0,5.756,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.214014,48.797359,28.5,26.5,28.5,0.0966,1.08,0,5.065,A,,>24m,2,0
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.32789,48.856957,38.0,28.4,38.0,0.0746,1.34,0,5.982,A,,>24m,3,0
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.230314,48.821797,21.6,24.1,24.1,0.0693,1.11,0,3.612,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.312125,48.856148,21.1,39.2,39.2,0.0683,1.86,0,5.281,A,,>24m,1,1
20250808_194820_59_2539,2025-08-08T19:48:20.590007Z,-125.214585,48.797874,26.1,23.9,26.1,0.0624,1.09,0,5.005,A,,>24m,1,1
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.345583,48.84479,102.7,79.4,102.7,0.6887,1.29,0,5.987,A,,>24m,1,1
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.227453,48.782871,28.4,26.6,28.4,0.6068,1.07,0,5.098,A,,>24m,1,1
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.225432,48.794976,21.7,22.0,22.0,0.5821,1.01,0,4.421,A,,12-24m,1,1
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.27137,48.842995,25.6,22.9,25.6,0.5795,1.12,0,3.242,A,,>24m,1,1
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.223456,48.779735,26.2,24.3,26.2,0.5635,1.08,0,5.551,A,,>24m,1,1
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.213677,48.77467,29.7,23.3,29.7,0.4373,1.27,0,6.459,A,,>24m,1,1
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.214403,48.843663,63.5,39.5,63.5,0.3917,1.61,0,5.709,A,,>24m,1,1
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.327954,48.857009,27.2,39.2,39.2,0.3513,1.44,0,5.99,A,,>24m,3,0
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.238825,48.829438,28.7,27.9,28.7,0.326,1.03,0,3.349,A,,>24m,6,0
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.313886,48.853154,21.4,26.3,26.3,0.3009,1.22,0,5.055,A,,>24m,1,1
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.233981,48.831249,37.8,25.4,37.8,0.2796,1.49,0,3.756,A,,>24m,1,1
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.314868,48.852593,31.1,34.3,34.3,0.2342,1.11,0,5.04,A,,>24m,2,0
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.213717,48.807194,35.2,45.4,45.4,0.1955,1.29,0,4.791,A,,>24m,1,1
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.213941,48.806299,26.8,35.9,35.9,0.1763,1.34,0,4.792,A,,>24m,1,1
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.25221,48.836137,81.6,109.3,109.3,0.166,1.34,0,3.097,A,,>24m,1,1
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.317442,48.849124,26.5,33.2,33.2,0.1652,1.25,0,4.827,A,,>24m,1,1
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.326452,48.849073,25.5,32.6,32.6,0.1606,1.28,0,5.241,A,,>24m,1,1
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.253747,48.830037,27.4,33.2,33.2,0.1184,1.21,0,2.515,A,,>24m,1,1
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.218354,48.833597,26.9,25.0,26.9,0.1075,1.07,0,4.888,A,,>24m,5,0
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.252779,48.834856,21.7,33.1,33.1,0.0926,1.52,0,2.96,A,,>24m,1,1
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.213894,48.806503,33.3,90.6,90.6,0.0795,2.72,1,4.792,A,,>24m,1,1
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.213789,48.806718,44.9,136.8,136.8,0.0752,3.05,1,4.795,A,,>24m,1,1
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.316759,48.850992,22.7,23.1,23.1,0.0615,1.02,0,4.967,A,,12-24m,2,0
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.218692,48.83548,21.3,28.8,28.8,0.0551,1.35,0,4.962,A,,>24m,1,1
20250825_193929_84_251f,2025-08-25T19:39:29.847462Z,-125.251607,48.83712,43.4,99.2,99.2,0.0501,2.28,0,3.21,A,,>24m,1,1
