scene_id,acq_time_utc,lon,lat,bbox_w_m,bbox_h_m,length_class_m,confidence,aspect_ratio,wake_flag,range_km,detector,nir_snr,size_class,fill,width_m,n_px,n_years_at_cell,transient
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.308313,48.826191,3.0,6.0,6.0,0.83,2.0,0,2.577,B,11.88,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.253095,48.827284,3.0,6.0,6.0,0.5811,2.0,0,2.353,B,6.64,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.226398,48.827624,44.6,70.1,70.1,0.9561,1.57,0,4.092,B,18.99,>24m,0.6019,44.6,209,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.222917,48.827864,9.0,9.0,9.0,0.6749,1.0,0,4.34,B,8.2,0-12m,0.7778,9.0,7,4,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.220236,48.827908,3.0,6.0,6.0,0.9131,2.0,0,4.527,B,15.46,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.305476,48.826175,6.0,9.0,9.0,0.8348,1.5,0,2.401,B,12.04,0-12m,0.8333,6.0,5,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.298999,48.826323,3.0,6.0,6.0,0.5879,2.0,0,2.033,B,6.74,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.290523,48.826465,3.0,7.2,7.2,0.6547,2.41,0,1.634,B,7.83,0-12m,0.8284,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.290004,48.826467,5.1,11.5,11.5,0.7419,2.24,0,1.613,B,9.55,0-12m,0.765,5.1,5,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.223371,48.827785,5.1,7.2,7.2,0.5913,1.41,0,4.306,B,6.8,0-12m,0.7279,5.1,3,3,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.308308,48.826083,3.0,6.0,6.0,0.8042,2.0,0,2.571,B,11.1,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.304979,48.826136,3.0,6.0,6.0,0.5493,2.0,0,2.368,B,6.17,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.299312,48.826243,5.1,11.5,11.5,0.6749,2.24,0,2.044,B,8.2,0-12m,0.612,5.1,4,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.252837,48.827145,5.1,17.8,17.8,0.6365,3.49,1,2.358,B,7.52,12-24m,0.5907,5.1,6,4,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.222824,48.827737,3.0,6.0,6.0,0.5879,2.0,0,4.341,B,6.74,0-12m,1.0,3.0,2,4,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.300109,48.826162,5.1,7.2,7.2,0.7511,1.41,0,2.083,B,9.75,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.299933,48.826176,7.2,7.2,7.2,0.7226,1.0,0,2.074,B,9.13,0-12m,0.6863,7.2,4,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.245273,48.82727,5.1,7.2,7.2,0.5565,1.41,0,2.826,B,6.28,0-12m,0.7279,5.1,3,4,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.223422,48.827694,5.1,7.2,7.2,0.5637,1.41,0,4.299,B,6.38,0-12m,0.7279,5.1,3,3,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.222599,48.827728,3.0,6.0,6.0,0.5742,2.0,0,4.357,B,6.54,0-12m,1.0,3.0,2,4,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.301728,48.826107,3.0,6.0,6.0,0.6112,2.0,0,2.172,B,7.11,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.299258,48.82617,3.0,6.0,6.0,0.6365,2.0,0,2.036,B,7.52,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.297992,48.826195,3.0,6.0,6.0,0.6942,2.0,0,1.969,B,8.56,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.252656,48.827063,6.0,9.0,9.0,0.7372,1.5,0,2.363,B,9.44,0-12m,1.0,6.0,6,4,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.305102,48.82599,5.1,7.2,7.2,0.6487,1.41,0,2.366,B,7.73,0-12m,0.7279,5.1,3,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.303793,48.82598,5.1,7.2,7.2,0.6365,1.41,0,2.286,B,7.52,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.301365,48.826036,6.0,9.0,9.0,0.7372,1.5,0,2.146,B,9.44,0-12m,0.8333,6.0,5,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.287533,48.826322,3.0,6.0,6.0,0.7488,2.0,0,1.51,B,9.7,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.252468,48.826977,5.7,16.4,16.4,0.6272,2.89,1,2.369,B,7.37,12-24m,0.5788,5.7,6,3,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.240295,48.82721,12.0,33.0,33.0,0.6996,2.75,1,3.142,B,8.66,>24m,0.4545,12.0,20,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.223662,48.82759,5.1,7.2,7.2,0.5742,1.41,0,4.278,B,6.54,0-12m,0.7279,5.1,3,3,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.294044,48.826125,3.0,6.0,6.0,0.6969,2.0,0,1.76,B,8.61,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.223918,48.827527,3.0,6.0,6.0,0.5845,2.0,0,4.258,B,6.69,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.252262,48.826936,3.0,9.0,9.0,0.5947,3.0,1,2.378,B,6.85,0-12m,1.0,3.0,3,3,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.310886,48.825694,3.0,6.0,6.0,0.7251,2.0,0,2.714,B,9.18,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.301195,48.825851,7.2,16.3,16.3,0.8042,2.28,0,2.124,B,11.1,12-24m,0.6164,7.2,8,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.299439,48.825939,6.0,9.0,9.0,0.8596,1.5,0,2.03,B,12.92,0-12m,0.8333,6.0,5,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.287831,48.826141,3.0,6.0,6.0,0.7176,2.0,0,1.502,B,9.03,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.223,48.827396,4.3,9.7,9.7,0.6208,2.24,0,4.316,B,7.26,0-12m,0.6406,4.3,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.305126,48.825769,6.0,6.0,6.0,0.8096,1.0,0,2.354,B,11.26,0-12m,1.0,6.0,4,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.29111,48.826026,5.1,7.2,7.2,0.6664,1.41,0,1.618,B,8.04,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.223114,48.827367,3.0,6.0,6.0,0.5811,2.0,0,4.307,B,6.64,0-12m,1.0,3.0,2,3,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.245473,48.826866,3.0,6.0,6.0,0.6427,2.0,0,2.791,B,7.63,0-12m,1.0,3.0,2,4,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.244229,48.826931,3.0,6.0,6.0,0.6806,2.0,0,2.873,B,8.3,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.309852,48.825571,5.1,7.2,7.2,0.8042,1.41,0,2.641,B,11.1,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.309348,48.825577,3.0,6.0,6.0,0.8774,2.0,0,2.609,B,13.65,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.2967,48.825807,5.1,7.2,7.2,0.8149,1.41,0,1.87,B,11.41,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.295217,48.825859,3.0,6.0,6.0,0.6547,2.0,0,1.797,B,7.83,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.291971,48.825937,3.0,6.0,6.0,0.6079,2.0,0,1.648,B,7.06,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.310637,48.825465,5.1,7.2,7.2,0.7022,1.41,0,2.686,B,8.72,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.301606,48.825677,6.0,6.0,6.0,0.7948,1.0,0,2.136,B,10.84,0-12m,1.0,6.0,4,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.277918,48.826135,3.0,6.0,6.0,0.7022,2.0,0,1.327,B,8.72,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.210585,48.827379,3.0,6.0,6.0,0.5529,2.0,0,5.182,B,6.23,0-12m,1.0,3.0,2,3,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.307746,48.82542,3.0,6.0,6.0,0.8649,2.0,0,2.498,B,13.13,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.294596,48.825676,5.1,11.5,11.5,0.71,2.24,0,1.751,B,8.87,0-12m,0.612,5.1,4,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.288982,48.825834,3.0,6.0,6.0,0.6861,2.0,0,1.514,B,8.41,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.21039,48.827323,7.0,13.7,13.7,0.6635,1.95,0,5.194,B,7.99,12-24m,0.653,7.0,7,3,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.311215,48.825296,3.0,6.0,6.0,0.5565,2.0,0,2.715,B,6.28,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.3,48.825512,6.0,9.0,9.0,0.7442,1.5,0,2.032,B,9.6,0-12m,0.8333,6.0,5,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.297698,48.82558,3.0,9.0,9.0,0.8636,3.0,1,1.907,B,13.07,0-12m,1.0,3.0,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.22802,48.826889,14.0,39.4,39.4,0.7372,2.81,1,3.951,B,9.44,>24m,0.4552,14.0,28,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.310479,48.825284,3.0,6.0,6.0,0.844,2.0,0,2.667,B,12.35,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.304576,48.825375,6.0,6.0,6.0,0.6721,1.0,0,2.297,B,8.15,0-12m,1.0,6.0,4,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.254509,48.82621,37.5,56.5,56.5,0.9418,1.5,0,2.198,B,17.54,>24m,0.6282,37.5,148,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.2347,48.826671,11.5,39.1,39.1,0.7643,3.4,1,3.488,B,10.07,>24m,0.4413,11.5,22,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.234617,48.826794,3.0,6.0,6.0,0.6693,2.0,0,3.499,B,8.09,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.210605,48.827212,5.1,7.2,7.2,0.6547,1.41,0,5.176,B,7.83,0-12m,0.7279,5.1,3,3,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.299408,48.825438,3.0,9.0,9.0,0.8541,3.0,1,1.992,B,12.71,0-12m,1.0,3.0,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.291158,48.825589,3.0,6.0,6.0,0.6487,2.0,0,1.581,B,7.73,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.245796,48.826477,5.1,7.2,7.2,0.6942,1.41,0,2.748,B,8.56,0-12m,0.7279,5.1,3,3,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.227664,48.826865,5.1,7.2,7.2,0.5913,1.41,0,3.975,B,6.8,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.223734,48.826905,6.0,12.0,12.0,0.6272,2.0,0,4.247,B,7.37,12-24m,0.75,6.0,6,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.243842,48.826506,3.0,6.0,6.0,0.6606,2.0,0,2.875,B,7.94,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.223558,48.826876,9.0,9.0,9.0,0.7226,1.0,0,4.258,B,9.13,0-12m,0.8889,9.0,8,4,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.211132,48.827103,5.1,7.2,7.2,0.6303,1.41,0,5.135,B,7.42,0-12m,0.7279,5.1,3,5,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.210982,48.827101,3.0,6.0,6.0,0.5457,2.0,0,5.146,B,6.12,0-12m,1.0,3.0,2,5,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.210534,48.827137,3.0,6.0,6.0,0.6396,2.0,0,5.179,B,7.58,0-12m,1.0,3.0,2,3,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.308,48.825158,3.0,6.0,6.0,0.6693,2.0,0,2.5,B,8.09,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.297751,48.82539,3.0,6.0,6.0,0.6915,2.0,0,1.896,B,8.51,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.297442,48.825349,7.2,7.2,7.2,0.7578,1.0,0,1.876,B,9.91,0-12m,0.6863,7.2,4,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.291494,48.825497,5.1,7.2,7.2,0.8005,1.41,0,1.588,B,11.0,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.291053,48.825523,3.0,6.0,6.0,0.5845,2.0,0,1.57,B,6.69,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.251477,48.826303,3.0,6.0,6.0,0.5947,2.0,0,2.384,B,6.85,0-12m,1.0,3.0,2,4,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.224683,48.826797,3.0,6.0,6.0,0.624,2.0,0,4.178,B,7.32,0-12m,1.0,3.0,2,3,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.30791,48.825115,5.1,7.2,7.2,0.7948,1.41,0,2.492,B,10.84,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.298883,48.825277,5.1,7.2,7.2,0.8201,1.41,0,1.951,B,11.57,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.210673,48.82704,3.0,6.0,6.0,0.5529,2.0,0,5.166,B,6.23,0-12m,1.0,3.0,2,3,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.311549,48.825006,3.0,6.0,6.0,0.6606,2.0,0,2.723,B,7.94,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.311038,48.825003,3.0,6.0,6.0,0.6365,2.0,0,2.689,B,7.52,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.310302,48.824991,3.0,6.0,6.0,0.6635,2.0,0,2.64,B,7.99,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.299869,48.82524,3.0,6.0,6.0,0.7442,2.0,0,2.005,B,9.6,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.29182,48.825319,3.0,6.0,6.0,0.5776,2.0,0,1.587,B,6.59,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.280855,48.82555,3.0,6.0,6.0,0.6208,2.0,0,1.276,B,7.26,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.228486,48.826551,6.0,9.0,9.0,0.6396,1.5,0,3.906,B,7.58,0-12m,0.8333,6.0,5,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.305417,48.82498,6.0,6.0,6.0,0.7176,1.0,0,2.326,B,9.03,0-12m,1.0,6.0,4,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.245014,48.8262,3.0,7.2,7.2,0.6396,2.41,0,2.783,B,7.58,0-12m,0.8284,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.30999,48.824875,3.0,6.0,6.0,0.8184,2.0,0,2.614,B,11.52,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.298179,48.825076,5.1,7.2,7.2,0.6888,1.41,0,1.897,B,8.46,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.280953,48.825454,3.0,6.0,6.0,0.6517,2.0,0,1.267,B,7.78,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.287855,48.825164,5.1,7.2,7.2,0.7151,1.41,0,1.408,B,8.98,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.310301,48.824662,5.1,7.2,7.2,0.8636,1.41,0,2.624,B,13.07,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.309369,48.824699,3.0,6.0,6.0,0.83,2.0,0,2.564,B,11.88,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.306613,48.824768,3.0,6.0,6.0,0.6013,2.0,0,2.39,B,6.95,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.299895,48.824915,3.0,6.0,6.0,0.7126,2.0,0,1.985,B,8.92,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.296586,48.824954,3.0,6.0,6.0,0.6079,2.0,0,1.799,B,7.06,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.294658,48.824963,8.4,18.6,18.6,0.8942,2.21,0,1.697,B,14.42,12-24m,0.5184,8.4,9,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.311225,48.824621,3.0,6.0,6.0,0.7176,2.0,0,2.683,B,9.03,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.281167,48.82522,3.0,6.0,6.0,0.5707,2.0,0,1.244,B,6.49,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.245532,48.825893,3.0,7.2,7.2,0.6144,2.41,0,2.734,B,7.16,0-12m,0.8284,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.30353,48.82469,5.1,7.2,7.2,0.6487,1.41,0,2.191,B,7.73,0-12m,0.7279,5.1,3,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.300814,48.824766,7.4,15.4,15.4,0.8569,2.09,0,2.03,B,12.82,12-24m,0.5565,7.4,7,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.292211,48.824934,3.0,6.0,6.0,0.6013,2.0,0,1.572,B,6.95,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.254195,48.825537,34.2,37.2,37.2,0.9702,1.09,0,2.172,B,20.96,>24m,0.7499,34.2,106,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.22368,48.82629,6.0,6.0,6.0,0.6046,1.0,0,4.229,B,7.0,0-12m,1.0,6.0,4,3,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.302663,48.824658,6.0,6.0,6.0,0.6721,1.0,0,2.135,B,8.15,0-12m,1.0,6.0,4,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.288615,48.824951,3.0,6.0,6.0,0.7048,2.0,0,1.416,B,8.77,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.287677,48.824997,3.0,6.0,6.0,0.6457,2.0,0,1.385,B,7.68,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.294486,48.824762,5.1,7.2,7.2,0.7048,1.41,0,1.672,B,8.77,0-12m,0.7279,5.1,3,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.245811,48.825739,3.0,6.0,6.0,0.6334,2.0,0,2.708,B,7.47,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.31052,48.824392,3.0,6.0,6.0,0.7643,2.0,0,2.625,B,10.07,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.295472,48.824734,3.0,6.0,6.0,0.6079,2.0,0,1.722,B,7.06,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.262819,48.825353,3.0,9.0,9.0,0.6334,3.0,1,1.681,B,7.47,0-12m,1.0,3.0,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.304024,48.824469,3.0,6.0,6.0,0.6457,2.0,0,2.209,B,7.68,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.299554,48.824598,3.0,6.0,6.0,0.598,2.0,0,1.944,B,6.9,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.296899,48.824651,3.0,6.0,6.0,0.6942,2.0,0,1.795,B,8.56,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.262991,48.825209,18.0,21.0,21.0,0.7022,1.17,0,1.661,B,8.72,12-24m,0.5238,18.0,22,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.262564,48.825287,15.0,21.0,21.0,0.6576,1.4,0,1.689,B,7.89,12-24m,0.5429,15.0,19,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.248057,48.825543,7.2,11.5,11.5,0.6079,1.59,0,2.553,B,7.06,0-12m,0.6492,7.2,6,4,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.303926,48.824412,5.1,7.2,7.2,0.7372,1.41,0,2.199,B,9.44,0-12m,0.7279,5.1,3,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.263244,48.825263,3.0,6.0,6.0,0.6013,2.0,0,1.653,B,6.95,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.262346,48.825281,3.0,6.0,6.0,0.5529,2.0,0,1.699,B,6.23,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.2601,48.825325,3.0,6.0,6.0,0.844,2.0,0,1.82,B,12.35,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.304732,48.824319,6.0,6.0,6.0,0.7202,1.0,0,2.245,B,9.08,0-12m,1.0,6.0,4,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.291875,48.824571,5.1,7.2,7.2,0.7048,1.41,0,1.526,B,8.77,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.284189,48.824715,3.0,6.0,6.0,0.6635,2.0,0,1.247,B,7.99,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.246677,48.825453,3.0,9.0,9.0,0.7488,3.0,1,2.636,B,9.7,0-12m,1.0,3.0,3,4,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.241162,48.82554,7.2,7.2,7.2,0.9165,1.0,0,3.003,B,15.67,0-12m,0.6863,7.2,4,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.226345,48.825765,15.1,31.2,31.2,0.9772,2.07,0,4.025,B,22.31,>24m,0.5171,15.1,27,3,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.299993,48.824374,3.0,6.0,6.0,0.7372,2.0,0,1.955,B,9.44,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.237751,48.825572,3.0,6.0,6.0,0.6693,2.0,0,3.234,B,8.09,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.305341,48.824213,3.0,6.0,6.0,0.5565,2.0,0,2.278,B,6.28,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.298928,48.824314,3.0,6.0,6.0,0.7665,2.0,0,1.888,B,10.12,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.210975,48.826008,7.0,9.7,9.7,0.7126,1.38,0,5.114,B,8.92,0-12m,0.5279,7.0,4,4,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.310664,48.823985,3.0,6.0,6.0,0.76,2.0,0,2.616,B,9.96,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.307264,48.824039,7.2,7.2,7.2,0.8855,1.0,0,2.393,B,14.01,0-12m,0.6863,7.2,4,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.293164,48.824321,3.0,6.0,6.0,0.781,2.0,0,1.569,B,10.48,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.292661,48.824315,6.0,9.0,9.0,0.8889,1.5,0,1.543,B,14.16,0-12m,0.8333,6.0,5,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.230902,48.825325,26.3,53.9,53.9,0.881,2.05,0,3.692,B,13.8,>24m,0.5769,26.3,91,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.307694,48.823986,5.1,7.2,7.2,0.83,1.41,0,2.419,B,11.88,0-12m,0.7279,5.1,3,1,1
