scene_id,acq_time_utc,lon,lat,bbox_w_m,bbox_h_m,length_class_m,confidence,aspect_ratio,wake_flag,range_km,detector,nir_snr,size_class,fill,width_m,n_px,n_years_at_cell,transient
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.29645,48.824215,3.0,6.0,6.0,0.7276,2.0,0,1.738,B,9.24,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.30354,48.824015,5.1,7.2,7.2,0.6861,1.41,0,2.152,B,8.41,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.299768,48.824072,5.1,7.2,7.2,0.6778,1.41,0,1.923,B,8.25,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.299244,48.824092,3.0,6.0,6.0,0.6013,2.0,0,1.892,B,6.95,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.288278,48.824296,3.0,6.0,6.0,0.5913,2.0,0,1.342,B,6.8,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.248156,48.825078,6.0,9.0,9.0,0.6547,1.5,0,2.521,B,7.83,0-12m,0.8333,6.0,5,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.307389,48.823861,3.0,6.0,6.0,0.6749,2.0,0,2.393,B,8.2,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.304797,48.82394,6.0,6.0,6.0,0.7202,1.0,0,2.228,B,9.08,0-12m,1.0,6.0,4,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.241763,48.825128,15.0,18.0,18.0,0.9206,1.2,0,2.944,B,15.93,12-24m,0.7667,15.0,23,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.29442,48.82408,3.0,6.0,6.0,0.6547,2.0,0,1.616,B,7.83,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.282332,48.82432,3.0,6.0,6.0,0.8114,2.0,0,1.164,B,11.31,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.238145,48.825143,8.4,16.4,16.4,0.7728,1.96,0,3.188,B,10.27,12-24m,0.5242,8.4,8,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.285597,48.824201,3.0,6.0,6.0,0.6749,2.0,0,1.235,B,8.2,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.247661,48.824912,5.1,7.2,7.2,0.6112,1.41,0,2.544,B,7.11,0-12m,0.7279,5.1,3,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.307406,48.82365,5.1,7.2,7.2,0.8184,1.41,0,2.383,B,11.52,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.300887,48.823802,3.0,6.0,6.0,0.6664,2.0,0,1.974,B,8.04,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.281284,48.824192,3.0,6.0,6.0,0.5947,2.0,0,1.133,B,6.85,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.247154,48.82484,5.1,7.2,7.2,0.6693,1.41,0,2.574,B,8.09,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.238699,48.824949,16.9,38.8,38.8,0.8701,2.29,0,3.143,B,13.33,>24m,0.6037,16.9,44,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.235073,48.825111,3.0,6.0,6.0,0.5845,2.0,0,3.397,B,6.69,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.281711,48.824143,3.0,6.0,6.0,0.6721,2.0,0,1.134,B,8.15,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.287098,48.823956,3.0,6.0,6.0,0.624,2.0,0,1.264,B,7.32,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.246115,48.824775,3.0,6.0,6.0,0.5672,2.0,0,2.638,B,6.43,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.305411,48.82351,3.0,9.0,9.0,0.8149,3.0,1,2.245,B,11.41,0-12m,1.0,3.0,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.301594,48.823626,6.0,6.0,6.0,0.7226,1.0,0,2.008,B,9.13,0-12m,1.0,6.0,4,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.236943,48.824886,3.0,6.0,6.0,0.5742,2.0,0,3.26,B,6.54,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.230983,48.824948,6.0,15.0,15.0,0.598,2.5,1,3.673,B,6.9,12-24m,0.8,6.0,8,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.307042,48.823436,3.0,6.0,6.0,0.5811,2.0,0,2.349,B,6.64,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.302204,48.82356,6.0,6.0,6.0,0.6144,1.0,0,2.042,B,7.16,0-12m,1.0,6.0,4,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.300686,48.823586,5.1,7.2,7.2,0.6721,1.41,0,1.949,B,8.15,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.297485,48.8236,3.0,6.0,6.0,0.806,2.0,0,1.756,B,11.16,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.227946,48.824636,41.5,61.9,61.9,0.951,1.49,0,3.874,B,18.42,>24m,0.3568,41.5,102,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.284353,48.823821,3.0,6.0,6.0,0.542,2.0,0,1.159,B,6.07,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.239843,48.824677,5.1,7.2,7.2,0.6487,1.41,0,3.053,B,7.73,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.298173,48.823452,3.0,6.0,6.0,0.7395,2.0,0,1.787,B,9.49,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.236982,48.824687,5.1,7.2,7.2,0.6576,1.41,0,3.249,B,7.89,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.236764,48.824683,5.1,7.2,7.2,0.6112,1.41,0,3.264,B,7.11,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.227289,48.824866,5.1,7.2,7.2,0.6144,1.41,0,3.928,B,7.16,0-12m,0.7279,5.1,3,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.21283,48.825118,5.1,7.2,7.2,0.6112,1.41,0,4.957,B,7.11,0-12m,0.7279,5.1,3,4,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.311996,48.823162,3.0,6.0,6.0,0.7665,2.0,0,2.669,B,10.12,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.211712,48.825037,7.6,28.4,28.4,0.6969,3.73,1,5.035,B,8.61,>24m,0.5423,7.6,13,3,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.30558,48.823196,6.0,6.0,6.0,0.7622,1.0,0,2.241,B,10.01,0-12m,1.0,6.0,4,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.307272,48.823108,3.0,6.0,6.0,0.624,2.0,0,2.348,B,7.32,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.306355,48.823167,3.0,6.0,6.0,0.5742,2.0,0,2.29,B,6.54,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.298085,48.823319,3.0,6.0,6.0,0.6176,2.0,0,1.773,B,7.21,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.285323,48.823586,3.0,6.0,6.0,0.6303,2.0,0,1.165,B,7.42,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.212667,48.824977,3.0,6.0,6.0,0.5601,2.0,0,4.965,B,6.33,0-12m,1.0,3.0,2,5,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.30672,48.823092,6.0,6.0,6.0,0.7202,1.0,0,2.311,B,9.08,0-12m,1.0,6.0,4,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.287055,48.823457,3.0,6.0,6.0,0.7251,2.0,0,1.215,B,9.18,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.240456,48.824373,3.0,6.0,6.0,0.6635,2.0,0,2.999,B,7.99,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.227326,48.824627,3.0,7.2,7.2,0.5672,2.41,0,3.917,B,6.43,0-12m,0.8284,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.31236,48.82293,5.1,7.2,7.2,0.8569,1.41,0,2.685,B,12.82,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.303376,48.823109,5.1,7.2,7.2,0.6303,1.41,0,2.093,B,7.42,0-12m,0.7279,5.1,3,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.293729,48.82327,6.0,6.0,6.0,0.6576,1.0,0,1.518,B,7.89,0-12m,1.0,6.0,4,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.228546,48.824379,14.1,38.8,38.8,0.8596,2.76,1,3.823,B,12.92,>24m,0.4624,14.1,28,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.212969,48.824877,3.0,6.0,6.0,0.5672,2.0,0,4.941,B,6.43,0-12m,1.0,3.0,2,4,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.21207,48.824894,5.1,9.4,9.4,0.6396,1.83,0,5.005,B,7.58,0-12m,0.7507,5.1,4,3,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.295627,48.823206,3.0,6.0,6.0,0.7831,2.0,0,1.621,B,10.53,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.292945,48.823255,5.1,7.2,7.2,0.6208,1.41,0,1.475,B,7.26,0-12m,0.7279,5.1,3,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.278741,48.823554,3.0,6.0,6.0,0.6303,2.0,0,1.041,B,7.42,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.236626,48.824344,5.1,7.2,7.2,0.7151,1.41,0,3.26,B,8.98,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.287007,48.823296,3.0,6.0,6.0,0.5845,2.0,0,1.198,B,6.69,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.23599,48.824322,6.3,13.8,13.8,0.6547,2.18,0,3.303,B,7.83,12-24m,0.5147,6.3,5,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.298644,48.823038,3.0,6.0,6.0,0.6547,2.0,0,1.79,B,7.83,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.286536,48.823292,3.0,6.0,6.0,0.6457,2.0,0,1.179,B,7.68,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.304461,48.822854,3.0,6.0,6.0,0.6396,2.0,0,2.15,B,7.58,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.227599,48.824338,6.0,15.0,15.0,0.7251,2.5,1,3.889,B,9.18,12-24m,0.8,6.0,8,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.227284,48.824293,17.5,36.4,36.4,0.7022,2.08,0,3.909,B,8.72,>24m,0.4946,17.5,35,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.310115,48.8227,3.0,6.0,6.0,0.8844,2.0,0,2.522,B,13.96,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.309197,48.822732,3.0,6.0,6.0,0.6721,2.0,0,2.461,B,8.15,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.246486,48.823698,31.7,67.6,67.6,0.8469,2.14,0,2.562,B,12.45,>24m,0.5714,31.7,136,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.234738,48.824155,5.1,7.2,7.2,0.6457,1.41,0,3.384,B,7.68,0-12m,0.7279,5.1,3,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.308049,48.822674,3.0,6.0,6.0,0.6457,2.0,0,2.381,B,7.68,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.310899,48.822572,5.1,7.2,7.2,0.9069,1.41,0,2.57,B,15.1,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.310662,48.822595,3.0,6.0,6.0,0.6969,2.0,0,2.555,B,8.61,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.306088,48.822686,3.0,6.0,6.0,0.6806,2.0,0,2.25,B,8.3,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.302268,48.822722,3.0,6.0,6.0,0.6806,2.0,0,2.001,B,8.3,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.2999,48.822797,3.0,6.0,6.0,0.7048,2.0,0,1.854,B,8.77,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.234801,48.82405,10.6,16.3,16.3,0.6547,1.54,0,3.375,B,7.83,12-24m,0.6786,10.6,13,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.311762,48.822519,3.0,6.0,6.0,0.8166,2.0,0,2.627,B,11.47,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.300327,48.822734,6.0,6.0,6.0,0.8867,1.0,0,1.877,B,14.06,0-12m,1.0,6.0,4,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.303268,48.822602,6.0,9.0,9.0,0.7276,1.5,0,2.059,B,9.24,0-12m,0.8333,6.0,5,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.302163,48.822657,3.0,6.0,6.0,0.6303,2.0,0,1.99,B,7.42,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.230345,48.824042,7.2,15.7,15.7,0.6806,2.17,0,3.686,B,8.3,12-24m,0.7111,7.2,9,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.305243,48.822528,3.0,6.0,6.0,0.6635,2.0,0,2.186,B,7.99,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.227566,48.824042,3.0,11.5,11.5,0.6996,3.83,1,3.882,B,8.66,0-12m,0.7836,3.0,3,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.303631,48.822448,5.1,7.2,7.2,0.6208,1.41,0,2.076,B,7.26,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.305132,48.822341,6.0,6.0,6.0,0.7372,1.0,0,2.17,B,9.44,0-12m,1.0,6.0,4,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.30403,48.822377,3.0,6.0,6.0,0.6013,2.0,0,2.098,B,6.95,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.299028,48.82249,3.0,6.0,6.0,0.6942,2.0,0,1.781,B,8.56,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.241702,48.823588,5.1,7.2,7.2,0.6861,1.41,0,2.882,B,8.41,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.309172,48.822206,6.0,6.0,6.0,0.7419,1.0,0,2.437,B,9.55,0-12m,1.0,6.0,4,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.244015,48.823521,3.0,6.0,6.0,0.71,2.0,0,2.721,B,8.87,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.311458,48.82212,3.0,6.0,6.0,0.7395,2.0,0,2.591,B,9.49,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.31054,48.822159,7.2,7.2,7.2,0.9382,1.0,0,2.529,B,17.23,0-12m,0.6863,7.2,4,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.309068,48.822154,3.0,6.0,6.0,0.6487,2.0,0,2.428,B,7.73,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.307823,48.822193,3.0,6.0,6.0,0.6664,2.0,0,2.345,B,8.04,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.307095,48.822216,5.1,7.2,7.2,0.73,1.41,0,2.296,B,9.29,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.30617,48.822253,3.0,9.0,9.0,0.6693,3.0,1,2.236,B,8.09,0-12m,1.0,3.0,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.304957,48.822241,5.1,7.2,7.2,0.73,1.41,0,2.154,B,9.29,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.29957,48.822263,6.0,12.0,12.0,0.6721,2.0,0,1.803,B,8.15,12-24m,0.75,6.0,6,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.298966,48.822334,5.1,7.2,7.2,0.7048,1.41,0,1.768,B,8.77,0-12m,0.7279,5.1,3,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.244685,48.8234,6.0,6.0,6.0,0.6427,1.0,0,2.671,B,7.63,0-12m,1.0,6.0,4,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.230823,48.823576,17.6,21.2,21.2,0.6487,1.21,0,3.638,B,7.73,12-24m,0.5082,17.6,21,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.29292,48.822391,5.1,7.2,7.2,0.6079,1.41,0,1.409,B,7.06,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.244772,48.82331,6.0,9.0,9.0,0.6176,1.5,0,2.661,B,7.21,0-12m,0.6667,6.0,4,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.303031,48.822136,5.1,7.2,7.2,0.6806,1.41,0,2.021,B,8.3,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.245073,48.823213,17.1,41.9,41.9,0.8688,2.46,0,2.636,B,13.28,>24m,0.5921,17.1,47,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.231951,48.823491,12.2,18.0,18.0,0.9883,1.48,0,3.555,B,25.68,12-24m,0.7003,12.2,17,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.214763,48.823844,3.0,6.0,6.0,0.5845,2.0,0,4.786,B,6.69,0-12m,1.0,3.0,2,5,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.214641,48.823873,3.0,6.0,6.0,0.5707,2.0,0,4.795,B,6.49,0-12m,1.0,3.0,2,5,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.309358,48.821937,5.1,7.2,7.2,0.8078,1.41,0,2.439,B,11.21,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.305956,48.822028,3.0,6.0,6.0,0.6427,2.0,0,2.211,B,7.63,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.301545,48.822116,3.0,6.0,6.0,0.8218,2.0,0,1.922,B,11.62,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.30679,48.821944,3.0,6.0,6.0,0.6606,2.0,0,2.264,B,7.94,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.286595,48.822333,3.0,6.0,6.0,0.6396,2.0,0,1.091,B,7.58,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.226439,48.823533,4.3,9.7,9.7,0.9206,2.24,0,3.946,B,15.93,0-12m,0.6406,4.3,3,3,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.301486,48.822005,5.1,7.2,7.2,0.9157,1.41,0,1.913,B,15.62,0-12m,0.7279,5.1,3,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.302312,48.821912,3.0,6.0,6.0,0.6013,2.0,0,1.962,B,6.95,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.294901,48.822073,3.0,6.0,6.0,0.6833,2.0,0,1.502,B,8.35,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.245962,48.823001,14.2,27.2,27.2,0.7556,1.92,0,2.567,B,9.86,>24m,0.5142,14.2,22,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.288915,48.822125,3.0,6.0,6.0,0.624,2.0,0,1.178,B,7.32,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.309515,48.82166,6.0,6.0,6.0,0.6487,1.0,0,2.439,B,7.73,0-12m,1.0,6.0,4,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.288403,48.822094,3.0,6.0,6.0,0.6576,2.0,0,1.151,B,7.89,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.248667,48.822877,3.0,6.0,6.0,0.6517,2.0,0,2.379,B,7.78,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.227667,48.823274,13.7,20.4,20.4,0.777,1.49,0,3.851,B,10.38,12-24m,0.513,13.7,16,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.302563,48.82169,7.2,24.2,24.2,0.8942,3.34,1,1.968,B,14.42,>24m,0.6672,7.2,13,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.30979,48.821551,5.1,7.2,7.2,0.7578,1.41,0,2.454,B,9.91,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.306631,48.821609,3.0,6.0,6.0,0.6144,2.0,0,2.239,B,7.16,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.305748,48.821659,5.1,7.2,7.2,0.5845,1.41,0,2.181,B,6.69,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.305592,48.821671,3.0,6.0,6.0,0.71,2.0,0,2.171,B,8.87,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.296647,48.821822,3.0,6.0,6.0,0.7048,2.0,0,1.593,B,8.77,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.229486,48.822522,38.4,131.2,131.2,0.9996,3.41,1,3.701,B,43.06,>24m,0.6587,38.4,369,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.308201,48.821524,3.0,7.2,7.2,0.6861,2.41,0,2.344,B,8.41,0-12m,0.8284,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.249192,48.822731,3.0,6.0,6.0,0.6833,2.0,0,2.337,B,8.35,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.236335,48.822921,5.7,9.7,9.7,0.6457,1.71,0,3.229,B,7.68,0-12m,0.6525,5.7,4,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.289529,48.821847,5.1,7.2,7.2,0.6457,1.41,0,1.186,B,7.68,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.282963,48.822013,3.0,6.0,6.0,0.6749,2.0,0,0.935,B,8.2,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.31028,48.821401,6.0,6.0,6.0,0.9198,1.0,0,2.483,B,15.88,0-12m,1.0,6.0,4,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.306358,48.821453,6.0,6.0,6.0,0.7622,1.0,0,2.214,B,10.01,0-12m,1.0,6.0,4,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.305133,48.821477,6.0,6.0,6.0,0.8798,1.0,0,2.132,B,13.75,0-12m,1.0,6.0,4,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.299178,48.821592,5.1,7.2,7.2,0.7643,1.41,0,1.741,B,10.07,0-12m,0.7279,5.1,3,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.298765,48.821645,3.0,6.0,6.0,0.8498,2.0,0,1.717,B,12.56,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.295292,48.821687,3.0,6.0,6.0,0.6013,2.0,0,1.502,B,6.95,0-12m,1.0,3.0,2,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.228439,48.822986,6.0,12.0,12.0,0.6721,2.0,0,3.788,B,8.15,12-24m,0.75,6.0,6,3,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.310342,48.82129,6.8,13.4,13.4,0.6547,1.98,0,2.483,B,7.83,12-24m,0.6901,6.8,7,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.305827,48.82145,3.0,6.0,6.0,0.6272,2.0,0,2.178,B,7.37,0-12m,1.0,3.0,2,2,0
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.302354,48.821479,6.0,6.0,6.0,0.8527,1.0,0,1.945,B,12.66,0-12m,1.0,6.0,4,1,1
20210812_191832_32_2406,2021-08-12T19:18:32.325059Z,-125.29908,48.82154,5.1,7.2,7.2,0.781,1.41,0,1.732,B,10.48,0-12m,0.7279,5.1,3,1,1
